timestamp,status,head_status,attention_percentage
2026-05-23 21:50:30.656986,Attentive,Focused,79
2026-05-23 21:50:30.692266,Attentive,Focused,79
2026-05-23 21:50:30.731155,Attentive,Focused,79
2026-05-23 21:50:30.764279,Attentive,Focused,79
2026-05-23 21:50:30.801863,Attentive,Focused,79
2026-05-23 21:50:30.831114,Attentive,Focused,79
2026-05-23 21:50:30.910222,Attentive,Focused,79
2026-05-23 21:50:30.940420,Attentive,Focused,79
2026-05-23 21:50:30.970802,Attentive,Focused,80
2026-05-23 21:50:31.023805,Attentive,Focused,80
2026-05-23 21:50:31.051221,Attentive,Focused,80
2026-05-23 21:50:31.078726,Attentive,Focused,80
2026-05-23 21:50:31.124588,Attentive,Focused,80
2026-05-23 21:50:31.154370,Attentive,Focused,80
2026-05-23 21:50:31.185130,Attentive,Focused,80
2026-05-23 21:50:31.216952,Attentive,Focused,80
2026-05-23 21:50:31.245756,Attentive,Focused,80
2026-05-23 21:50:31.272933,Attentive,Focused,80
2026-05-23 21:50:31.311979,Attentive,Focused,81
2026-05-23 21:50:31.340065,Attentive,Focused,81
2026-05-23 21:50:31.368527,Attentive,Focused,81
2026-05-23 21:50:31.424757,Attentive,Focused,81
2026-05-23 21:50:31.462355,Attentive,Focused,81
2026-05-23 21:50:31.489663,Attentive,Focused,81
2026-05-23 21:50:31.522356,Attentive,Focused,81
2026-05-23 21:50:31.557567,Attentive,Focused,81
2026-05-23 21:50:31.587781,Attentive,Focused,81
2026-05-23 21:50:31.622324,Attentive,Focused,81
2026-05-23 21:50:31.644936,Attentive,Focused,82
2026-05-23 21:50:31.681703,Attentive,Focused,82
2026-05-23 21:50:31.719020,Attentive,Focused,82
2026-05-23 21:50:31.752297,Attentive,Focused,82
2026-05-23 21:50:31.785594,Attentive,Focused,82
2026-05-23 21:50:31.988430,Attentive,Focused,82
2026-05-23 21:50:32.019734,Attentive,Focused,82
2026-05-23 21:50:32.064968,Attentive,Focused,82
2026-05-23 21:50:32.254189,Attentive,Focused,82
2026-05-23 21:50:32.307082,Attentive,Focused,82
2026-05-23 21:50:32.335102,Attentive,Focused,82
2026-05-23 21:50:32.427463,Attentive,Focused,82
2026-05-23 21:50:32.458018,Attentive,Focused,83
2026-05-23 21:50:32.486847,Attentive,Focused,83
2026-05-23 21:50:32.511708,Attentive,Focused,83
2026-05-23 21:50:32.537457,Attentive,Focused,83
2026-05-23 21:50:32.569496,Attentive,Focused,83
2026-05-23 21:50:32.633481,Attentive,Focused,83
2026-05-23 21:50:32.659385,Attentive,Focused,83
2026-05-23 21:50:32.695473,Attentive,Focused,83
2026-05-23 21:50:32.724914,Attentive,Focused,83
2026-05-23 21:50:32.746257,Attentive,Focused,83
2026-05-23 21:50:32.770924,Attentive,Focused,83
2026-05-23 21:50:32.814379,Attentive,Focused,83
2026-05-23 21:50:32.845080,Attentive,Focused,83
2026-05-23 21:50:32.870620,Attentive,Focused,84
2026-05-23 21:50:32.916946,Attentive,Focused,84
2026-05-23 21:50:32.935658,Attentive,Focused,84
2026-05-23 21:50:32.964681,Attentive,Focused,84
2026-05-23 21:50:33.020302,Attentive,Focused,84
2026-05-23 21:50:33.053344,Attentive,Focused,84
2026-05-23 21:50:33.083598,Attentive,Focused,84
2026-05-23 21:50:33.128934,Attentive,Focused,84
2026-05-23 21:50:33.160802,Attentive,Focused,84
2026-05-23 21:50:33.191872,Attentive,Focused,84
2026-05-23 21:50:33.213723,Attentive,Focused,84
2026-05-23 21:50:33.243964,Attentive,Focused,84
2026-05-23 21:50:33.269947,Attentive,Focused,84
2026-05-23 21:50:33.298104,Attentive,Focused,84
2026-05-23 21:50:33.321521,Attentive,Focused,84
2026-05-23 21:50:33.345313,Attentive,Focused,85
2026-05-23 21:50:33.393413,Attentive,Focused,85
2026-05-23 21:50:33.420738,Attentive,Focused,85
2026-05-23 21:50:33.456578,Attentive,Focused,85
2026-05-23 21:50:33.616074,Attentive,Focused,85
2026-05-23 21:50:33.637528,Attentive,Focused,85
2026-05-23 21:50:33.666035,Attentive,Focused,85
2026-05-23 21:50:33.697756,Attentive,Focused,85
2026-05-23 21:50:33.721784,Attentive,Focused,85
2026-05-23 21:50:33.752369,Attentive,Focused,85
2026-05-23 21:50:33.799221,Attentive,Focused,85
2026-05-23 21:50:33.869176,Attentive,Focused,85
2026-05-23 21:50:33.927988,Attentive,Focused,85
2026-05-23 21:50:34.024395,Attentive,Focused,85
2026-05-23 21:50:34.139303,Attentive,Focused,85
2026-05-23 21:50:34.238705,Attentive,Focused,85
2026-05-23 21:50:34.294475,Attentive,Focused,85
2026-05-23 21:50:34.356027,Attentive,Focused,85
2026-05-23 21:50:34.458344,Attentive,Focused,86
2026-05-23 21:50:34.522929,Attentive,Focused,86
2026-05-23 21:50:34.572627,Attentive,Focused,86
2026-05-23 21:50:34.623246,Attentive,Focused,86
2026-05-23 21:50:34.675382,Attentive,Focused,86
2026-05-23 21:50:34.722218,Attentive,Focused,86
2026-05-23 21:50:34.755597,Attentive,Focused,86
2026-05-23 21:50:34.796270,Attentive,Focused,86
2026-05-23 21:50:34.825216,Attentive,Focused,86
2026-05-23 21:50:34.848723,Attentive,Focused,86
2026-05-23 21:50:34.882781,Attentive,Focused,86
2026-05-23 21:50:34.920493,Attentive,Focused,86
2026-05-23 21:50:34.951732,Attentive,Focused,86
2026-05-23 21:50:35.026121,Attentive,Focused,86
2026-05-23 21:50:35.079063,Attentive,Focused,86
2026-05-23 21:50:35.122243,Attentive,Focused,86
2026-05-23 21:50:35.161361,Attentive,Focused,86
2026-05-23 21:50:35.207224,Attentive,Focused,86
2026-05-23 21:50:35.255096,Attentive,Focused,86
2026-05-23 21:50:35.308660,Attentive,Focused,87
2026-05-23 21:50:35.374789,Attentive,Focused,87
2026-05-23 21:50:35.424723,Attentive,Focused,87
2026-05-23 21:50:35.472209,Attentive,Focused,87
2026-05-23 21:50:35.511648,Attentive,Focused,87
2026-05-23 21:50:35.550508,Attentive,Focused,87
2026-05-23 21:50:35.840625,Attentive,Focused,87
2026-05-23 21:50:35.887019,Attentive,Focused,87
2026-05-23 21:50:35.942548,Attentive,Focused,87
2026-05-23 21:50:36.001669,Attentive,Focused,87
2026-05-23 21:50:36.052358,Attentive,Focused,87
2026-05-23 21:50:36.090118,Attentive,Focused,87
2026-05-23 21:50:36.134955,Attentive,Focused,87
2026-05-23 21:50:36.175878,Attentive,Focused,87
2026-05-23 21:50:36.226371,Attentive,Focused,87
2026-05-23 21:50:36.264845,Attentive,Focused,87
2026-05-23 21:50:36.301133,Attentive,Focused,87
2026-05-23 21:50:36.339035,Attentive,Focused,87
2026-05-23 21:50:36.373245,Attentive,Focused,87
2026-05-23 21:50:36.402905,Attentive,Focused,87
2026-05-23 21:50:36.455363,Attentive,Focused,87
2026-05-23 21:50:36.486080,Attentive,Focused,87
2026-05-23 21:50:36.518384,Attentive,Focused,87
2026-05-23 21:50:36.549540,Attentive,Focused,88
2026-05-23 21:50:36.604192,Attentive,Focused,88
2026-05-23 21:50:36.636497,Attentive,Focused,88
2026-05-23 21:50:36.669269,Attentive,Focused,88
2026-05-23 21:50:36.698870,Attentive,Focused,88
2026-05-23 21:50:36.734047,Attentive,Focused,88
2026-05-23 21:50:36.764859,Attentive,Focused,88
2026-05-23 21:50:36.796839,Attentive,Focused,88
2026-05-23 21:50:36.832524,Attentive,Focused,88
2026-05-23 21:50:36.864234,Attentive,Focused,88
2026-05-23 21:50:36.895049,Attentive,Focused,88
2026-05-23 21:50:36.926988,Attentive,Focused,88
2026-05-23 21:50:36.963585,Attentive,Focused,88
2026-05-23 21:50:36.996525,Attentive,Focused,88
2026-05-23 21:50:37.018330,Attentive,Focused,88
2026-05-23 21:50:37.049866,Attentive,Focused,88
2026-05-23 21:50:37.081815,Attentive,Focused,88
2026-05-23 21:50:37.124947,Attentive,Focused,88
2026-05-23 21:50:37.150608,Attentive,Focused,88
2026-05-23 21:50:37.187136,Attentive,Focused,88
2026-05-23 21:50:37.210424,Attentive,Focused,88
2026-05-23 21:50:37.248154,Attentive,Focused,88
2026-05-23 21:50:37.270220,Attentive,Focused,88
2026-05-23 21:50:37.317591,Attentive,Focused,88
2026-05-23 21:50:37.344409,Attentive,Focused,88
2026-05-23 21:50:37.392160,Attentive,Focused,88
2026-05-23 21:50:37.558772,Attentive,Focused,88
2026-05-23 21:50:37.587442,Attentive,Focused,88
2026-05-23 21:50:37.613607,Attentive,Focused,89
2026-05-23 21:50:37.640381,Attentive,Focused,89
2026-05-23 21:50:37.665599,Attentive,Looking Left,88
2026-05-23 21:50:37.694165,Attentive,Looking Left,88
2026-05-23 21:50:37.723122,Attentive,Looking Left,88
2026-05-23 21:50:37.754965,Attentive,Looking Left,87
2026-05-23 21:50:37.802056,Attentive,Looking Left,87
2026-05-23 21:50:37.835525,Attentive,Looking Left,87
2026-05-23 21:50:37.863152,Attentive,Looking Left,87
2026-05-23 21:50:37.889628,Attentive,Looking Left,86
2026-05-23 21:50:37.921063,Attentive,Looking Left,86
2026-05-23 21:50:37.949243,Attentive,Looking Left,86
2026-05-23 21:50:37.983951,Attentive,Looking Left,86
2026-05-23 21:50:38.014363,Attentive,Looking Left,85
2026-05-23 21:50:38.050785,Attentive,Looking Left,85
2026-05-23 21:50:38.080356,Attentive,Looking Left,85
2026-05-23 21:50:38.118825,Attentive,Looking Left,85
2026-05-23 21:50:38.145477,Attentive,Looking Left,84
2026-05-23 21:50:38.194848,Attentive,Looking Left,84
2026-05-23 21:50:38.216693,Attentive,Looking Left,84
2026-05-23 21:50:38.257861,Attentive,Looking Left,84
2026-05-23 21:50:38.286167,Attentive,Looking Left,83
2026-05-23 21:50:38.320450,Attentive,Looking Left,83
2026-05-23 21:50:38.343586,Attentive,Looking Left,83
2026-05-23 21:50:38.389100,Attentive,Looking Left,83
2026-05-23 21:50:38.415185,Attentive,Looking Left,83
2026-05-23 21:50:38.455938,Attentive,Looking Left,82
2026-05-23 21:50:38.479504,Attentive,Looking Left,82
2026-05-23 21:50:38.518573,Attentive,Looking Left,82
2026-05-23 21:50:38.547829,Attentive,Looking Left,82
2026-05-23 21:50:38.593685,Attentive,Looking Left,81
2026-05-23 21:50:38.624915,Attentive,Looking Left,81
2026-05-23 21:50:38.659047,Attentive,Looking Left,81
2026-05-23 21:50:38.684392,Attentive,Looking Left,81
2026-05-23 21:50:38.719612,Attentive,Looking Left,80
2026-05-23 21:50:38.750320,Attentive,Looking Left,80
2026-05-23 21:50:38.785152,Attentive,Looking Left,80
2026-05-23 21:50:38.810474,Attentive,Looking Left,80
2026-05-23 21:50:38.855215,Attentive,Looking Left,80
2026-05-23 21:50:38.885015,Attentive,Looking Left,79
2026-05-23 21:50:38.920707,Attentive,Looking Left,79
2026-05-23 21:50:39.098757,Attentive,Looking Left,79
2026-05-23 21:50:39.128025,Attentive,Looking Left,79
2026-05-23 21:50:39.150604,Attentive,Looking Left,78
2026-05-23 21:50:39.175279,Attentive,Looking Left,78
2026-05-23 21:50:39.203281,Attentive,Looking Left,78
2026-05-23 21:50:39.229349,Attentive,Looking Left,78
2026-05-23 21:50:39.261798,Attentive,Looking Left,78
2026-05-23 21:50:39.289851,Attentive,Looking Left,77
2026-05-23 21:50:39.321514,Attentive,Looking Left,77
2026-05-23 21:50:39.346652,Attentive,Looking Left,77
2026-05-23 21:50:39.391908,Attentive,Looking Left,77
2026-05-23 21:50:39.421054,Attentive,Looking Left,77
2026-05-23 21:50:39.459928,Attentive,Looking Left,76
2026-05-23 21:50:39.488255,Attentive,Looking Left,76
2026-05-23 21:50:39.522492,Attentive,Looking Left,76
2026-05-23 21:50:39.553751,Attentive,Looking Left,76
2026-05-23 21:50:39.584968,Attentive,Looking Left,76
2026-05-23 21:50:39.612146,Attentive,Looking Left,75
2026-05-23 21:50:39.650194,Attentive,Looking Left,75
2026-05-23 21:50:39.677814,Attentive,Looking Left,75
2026-05-23 21:50:39.712354,Attentive,Looking Left,75
2026-05-23 21:50:39.736674,Attentive,Looking Left,75
2026-05-23 21:50:39.797982,Attentive,Looking Left,74
2026-05-23 21:50:39.820002,Attentive,Looking Left,74
2026-05-23 21:50:39.862627,Attentive,Looking Left,74
2026-05-23 21:50:39.886956,Attentive,Looking Left,74
2026-05-23 21:50:39.919182,Attentive,Looking Left,74
2026-05-23 21:50:39.948682,Attentive,Looking Left,73
2026-05-23 21:50:39.989500,Attentive,Looking Left,73
2026-05-23 21:50:40.013687,Attentive,Looking Left,73
2026-05-23 21:50:40.055324,Attentive,Looking Left,73
2026-05-23 21:50:40.077817,Attentive,Looking Left,73
2026-05-23 21:50:40.120266,Attentive,Looking Left,73
2026-05-23 21:50:40.148355,Attentive,Looking Left,72
2026-05-23 21:50:40.192478,Attentive,Looking Left,72
2026-05-23 21:50:40.213881,Attentive,Looking Left,72
2026-05-23 21:50:40.255847,Attentive,Looking Left,72
2026-05-23 21:50:40.283989,Attentive,Looking Left,72
2026-05-23 21:50:40.319161,Attentive,Looking Left,71
2026-05-23 21:50:40.344578,Attentive,Looking Left,71
2026-05-23 21:50:40.384237,Attentive,Looking Left,71
2026-05-23 21:50:40.408127,Attentive,Looking Left,71
2026-05-23 21:50:40.456686,Attentive,Looking Left,71
2026-05-23 21:50:40.609660,Attentive,Looking Left,71
2026-05-23 21:50:40.636427,Attentive,Looking Left,70
2026-05-23 21:50:40.664028,Attentive,Looking Left,70
2026-05-23 21:50:40.684815,Attentive,Looking Left,70
2026-05-23 21:50:40.718491,Attentive,Looking Left,70
2026-05-23 21:50:40.741821,Attentive,Looking Left,70
2026-05-23 21:50:40.785496,Attentive,Looking Left,70
2026-05-23 21:50:40.813540,Attentive,Looking Left,69
2026-05-23 21:50:40.855148,Attentive,Looking Left,69
2026-05-23 21:50:40.875056,Attentive,Looking Left,69
2026-05-23 21:50:40.909718,Attentive,Looking Left,69
2026-05-23 21:50:40.929743,Attentive,Looking Left,69
2026-05-23 21:50:40.991960,Attentive,Looking Left,69
2026-05-23 21:50:41.012629,Attentive,Looking Left,68
2026-05-23 21:50:41.059787,Attentive,Looking Left,68
2026-05-23 21:50:41.083812,Attentive,Looking Left,68
2026-05-23 21:50:41.119480,Attentive,Looking Left,68
2026-05-23 21:50:41.140672,Attentive,Looking Left,68
2026-05-23 21:50:41.185205,Attentive,Looking Left,68
2026-05-23 21:50:41.212998,Attentive,Looking Left,67
2026-05-23 21:50:41.249282,Attentive,Looking Left,67
2026-05-23 21:50:41.279776,Attentive,Looking Left,67
2026-05-23 21:50:41.312541,Attentive,Looking Left,67
2026-05-23 21:50:41.336794,Attentive,Looking Left,67
2026-05-23 21:50:41.396075,Attentive,Looking Left,67
2026-05-23 21:50:41.419671,Attentive,Looking Left,67
2026-05-23 21:50:41.456622,Attentive,Looking Left,66
2026-05-23 21:50:41.482978,Attentive,Looking Left,66
2026-05-23 21:50:41.520469,Attentive,Looking Left,66
2026-05-23 21:50:41.540584,Attentive,Looking Left,66
2026-05-23 21:50:41.584174,Attentive,Looking Left,66
2026-05-23 21:50:41.605437,Attentive,Looking Left,66
2026-05-23 21:50:41.651101,Attentive,Looking Left,65
2026-05-23 21:50:41.672411,Attentive,Looking Left,65
2026-05-23 21:50:41.727902,Attentive,Looking Left,65
2026-05-23 21:50:41.750562,Attentive,Looking Left,65
2026-05-23 21:50:41.791786,Attentive,Looking Left,65
2026-05-23 21:50:41.815730,Attentive,Looking Left,65
2026-05-23 21:50:41.856113,Attentive,Looking Left,65
2026-05-23 21:50:41.879082,Attentive,Looking Left,64
2026-05-23 21:50:41.914689,Attentive,Looking Left,64
2026-05-23 21:50:41.944962,Attentive,Looking Left,64
2026-05-23 21:50:41.983124,Attentive,Looking Left,64
2026-05-23 21:50:42.127643,Attentive,Looking Left,64
2026-05-23 21:50:42.161173,Attentive,Looking Left,64
2026-05-23 21:50:42.191963,Attentive,Looking Left,64
2026-05-23 21:50:42.214093,Attentive,Looking Left,63
2026-05-23 21:50:42.255534,Attentive,Focused,64
2026-05-23 21:50:42.277674,Attentive,Focused,64
2026-05-23 21:50:42.320408,Attentive,Focused,64
2026-05-23 21:50:42.346999,Attentive,Focused,64
2026-05-23 21:50:42.390299,Attentive,Focused,64
2026-05-23 21:50:42.411858,Attentive,Focused,64
2026-05-23 21:50:42.449154,Attentive,Focused,64
2026-05-23 21:50:42.475872,Attentive,Focused,64
2026-05-23 21:50:42.527981,Attentive,Focused,64
2026-05-23 21:50:42.552274,Attentive,Focused,64
2026-05-23 21:50:42.594079,Attentive,Focused,64
2026-05-23 21:50:42.615415,Attentive,Focused,64
2026-05-23 21:50:42.656050,Attentive,Focused,64
2026-05-23 21:50:42.677847,Attentive,Focused,65
2026-05-23 21:50:42.719831,Attentive,Focused,65
2026-05-23 21:50:42.742935,Attentive,Focused,65
2026-05-23 21:50:42.785729,Attentive,Focused,65
2026-05-23 21:50:42.808493,Attentive,Focused,65
2026-05-23 21:50:42.851521,Attentive,Focused,65
2026-05-23 21:50:42.878294,Attentive,Focused,65
2026-05-23 21:50:42.926476,Attentive,Focused,65
2026-05-23 21:50:42.954304,Attentive,Focused,65
2026-05-23 21:50:42.994901,Attentive,Focused,65
2026-05-23 21:50:43.019256,Attentive,Focused,65
2026-05-23 21:50:43.060586,Attentive,Focused,65
2026-05-23 21:50:43.088779,Attentive,Focused,65
2026-05-23 21:50:43.124328,Attentive,Focused,65
2026-05-23 21:50:43.152446,Attentive,Focused,66
2026-05-23 21:50:43.188882,Attentive,Focused,66
2026-05-23 21:50:43.214720,Attentive,Focused,66
2026-05-23 21:50:43.248738,Attentive,Focused,66
2026-05-23 21:50:43.279994,Attentive,Focused,66
2026-05-23 21:50:43.328422,Attentive,Focused,66
2026-05-23 21:50:43.363467,Attentive,Focused,66
2026-05-23 21:50:43.398252,Attentive,Focused,66
2026-05-23 21:50:43.423989,Attentive,Focused,66
2026-05-23 21:50:43.463683,Attentive,Focused,66
2026-05-23 21:50:43.486542,Attentive,Focused,66
2026-05-23 21:50:43.527827,Attentive,Focused,66
2026-05-23 21:50:43.712815,Attentive,Focused,66
2026-05-23 21:50:43.742309,Attentive,Focused,66
2026-05-23 21:50:43.765808,Attentive,Focused,67
2026-05-23 21:50:43.791501,Attentive,Focused,67
2026-05-23 21:50:43.814435,Attentive,Focused,67
2026-05-23 21:50:43.858871,Attentive,Focused,67
2026-05-23 21:50:43.881082,Attentive,Focused,67
